ID_Customer,CompanyName,CustomerType,CustomerSource,Terms,Cust_Cont_ContNum_x_PrimaryPhone::Number,Cust_Cont_ContNum_x_PrimaryFax::Number
,,,,,253-282-4962,
,,,,,253-627-7232,253-627-7243
,,,,,253-376-0434,
,,,,,,
6611,Commencement Bay Marine Services,Dead,Customer Referral,Pay On Pickup,253-572-2666,253-597-7353
,,,,,253-572-2666,253-597-7353
,,,,,253-572-2666,253-597-7353
6612,Horizon Kings Cross,DEAD,DEAD,Pay On Pickup,910-487-4444,910-487-4777
,,,,,910-487-4444,910-487-4777
,,,,,910-867-9767,910-487-4777
,,,,,206-260-1512,
,,,,,206-456-3356,
,,,,,910-487-4444,910-487-4777
6613,"Bunker Remodeling, LLC",Corporate,Walk In,Pay On Pickup,253-820-2949,
6614,Yoli Roberts,DEAD,DEAD,Pay On Pickup,253-208-4265,
6615,Kenai Rivers Guide Service,DEAD,DEAD,Pay On Pickup,907-252-2570,
6616,Graphic 22,DEAD,DEAD,Pay On Pickup,219-921-5409 ,
6618,Kevin Kriss,DEAD,DEAD,Pay On Pickup,856-786-6985,
6619,Carter's Construction,DEAD,DEAD,Pay On Pickup,253-459-0066,
6620,Embroidme (Bellevue),Contract,Dennis Cold Call,Need credit card,425-643-1155,425-643-1156
,,,,,425-643-1155,425-643-1156
,,,,,425-643-1155,425-643-1156
,,,,,425-643-1155,425-643-1156
6621,State Roofing,DEAD,DEAD,Pay On Pickup,425-754-1046,
6622,Sylvan Learning - Kirkland,Corporate,Sylvan referal,CREDIT CARD,206-919-0255,425-814-0924
6623,Henken Wright & Associates,DEAD,Drive By,Pay On Pickup,253-848-1802,253-848-1810
6625,General Forwarders,DEAD,DEAD,Pay On Pickup,253-922-4542,253-922-7417
,,,,,253-922-4542,253-922-7417
6626,"Sound Engineering Audio, LLC",Corporate,Null,Pay On Pickup,253-573-0040,253-573-0142
6627,Craft Performance Apparel,DEAD,DEAD,Pay On Pickup,978-524-0032 ext. 110,
,,,,,978-524-0032 ext. 102,
,,,,,978-524-0032 ext 103,
,,,,,978-524-0032 ext. 109,
,,,,,978-524-0032 ext 111,
6628,Seattle Art Museum,DEAD,DEAD,Pay On Pickup,206-654-3147,
,,,,,206-396-4815 c,
6629,North Butte Lodge #230,DEAD,DEAD,Pay On Pickup,530-846-2486,
6630,Merrill Corp,DEAD,DEAD,Pay On Pickup,360-794-3059,888-794-3059
,,,,,800-735-7135,ex 25
6631,Braun Racing,Corporate,Internet,Visa,425-238-6401,
,,,,,425-742-3393,
6632,Dancing Needles Custom Embroidery,DEAD,DEAD,Pay On Pickup,360-507-6060,
6633,U-Cool Refrigeration,Corporate,Customer Referral,Pay On Pickup,253-573-1694,206-321-0103
,,,,,253-335-8222,
,,,,,253-777-2743,
,,,,,253-573-1694,
,,,,,253-573-1694,
,,,,,253-488-0053,
,,,,,253-228-7879,
6634,Harvey Koehler,DEAD,DEAD,Pay On Pickup,206-755-3777,
6636,Anne Noonon,DEAD,DEAD,Pay On Pickup,714-990-6928,
6637,Funkytown Designs,DEAD,DEAD,Pay On Pickup,817-907-1039,
6638,Safeway 3255 ,DEAD,DEAD,Pay On Pickup,509-482-1987,
6639,Stitch It,DEAD,DEAD,Pay On Pickup,208-573-2651,
6640,"Skaters Edge, LLC",DEAD,DEAD,Pay On Pickup,608-241-7509,
6641,Alaska Department Of Natural Resources,DEAD,DEAD,Pay On Pickup,907-269-8565,907-269-8913
6642,Advanced International,Corporate,Walk In,Visa,253-863-9797,253-269-6106
,,,,,360-791-7559,253-269-6106
,,,,,253-507-8426,
6643,Logo Girlz,Contract,drove by the sign,Pay On Pickup,253-373-0041,253-373-0042
,,,,,253-737-5968,
6644,Rising Son Studios,Contract,referral,Need credit card,206-719-2355,
6645,Branded Solutions,DEAD,DEAD,Pay On Pickup,425-869-9240,
6647,Jazzy Threads,DEAD,DEAD,Pay On Pickup,757-204-4279,
6648,Transit Refrigeration,Construction ,Walk In,Pay On Pickup,253-951-0409,253-735-4406
,,,,,253-939-5871,253-735-4406
6649,Best Cellar,DEAD,DEAD,Pay On Pickup,954-630-8020,
6650,New Arch Angel: Ben Franklin,DEAD,DEAD,Pay On Pickup,"(907) 747-3336

",
6651,Franciscan Health System Women's Care,Corporate,Customer Referral,Pay On Pickup,253-944-4185,253-944-4184
6652,"NW Naturals, LLC",DEAD,DEAD,Pay On Pickup,360-825-9280,
6653,Washington Cemetery & Funeral Assn.,Corporate,Internet,Net 30,,888-522-7637
6654,National Concrete Cutting,Corporate,Walk In,Pay On Pickup,206-762-2188,253-735-6777
,,,,,,
,,,,,,
,,,,,,
6655,World Class  Motorsports,Corporate,Internet,Pay On Pickup,206-448-0812,
6656,Damon Schwartz (Wrestler),Corporate,Erik Wrestler Friend,Pay On Pickup,253-255-6037,
6657,Safeway #1242,DEAD,DEAD,Pay On Pickup,(509) 532-0822,
,,,,,(509) 532-0822,
6658,City of Federal Way - Community Center,Corporate,Customer Referral,Net 10,253-835-6930,253-835-6929
6659,Valley Moving & Storage Inc.,Construction ,Old customer,Pay On Pickup,907-373-0827,907-373-0828
6660,Judy's Gift Cache,DEAD,DEAD,Pay On Pickup,907-225-3310,
6661,Tunnel Tee's,DEAD,DEAD,Pay On Pickup,907-225-1616,907-247-7256
6662,Rivers Edge Resort,DEAD,DEAD,Pay On Pickup,(907)474-0286,(907)474-3665
6663,Montana Creek Campground,DEAD,DEAD,Pay On Pickup,907-733-1219,(907)868-1823
,,,,,(877)475-2267,(907)868-1823
,,,,,907-223-2121c,(907)868-1823
,,,,,907-733-5267,
,,,,,907-223-8255,
6664,Worldwide Alarm Inc.,Corporate,Walk In,Pay On Pickup,360-897-8388,360-897-8663
6665,Tacoma Swim Team,DEAD,DEAD,Pay On Pickup,253-640-6172,
6666,Francisco Garcia,DEAD,DEAD,Pay On Pickup,,
6667,Lake Chelan Fire,Corporate,Cold Call,Net 30,509-682-4476,
6668,Kenson Lee,Corporate,Walk In,Pay On Pickup,,
6669,Jon Young,DEAD,DEAD,Pay On Pickup,250-606-4550,
6670,KML Corporation,Corporate,Walk In,Pay On Pickup,253-475-7541,253-475-7517
6671,Horizon Sante Fe Ridge,Corporate,Horizon Referal,Net 10,360-698-9876,360-698-5158
,,,,,206-260-1516,
,,,,,206-260-1505,
6672,"ER Electrical Solutions, Inc.",Dead,Walk In,Need credit card,253-569-5641,
6673,Sake Nomi,Corporate,Walk In,Pay On Pickup,206-467-7253,206-467-3045
6674,Seattle University - Legal Writing,Corporate,Null,Pay On Pickup,206-498-4033,
6675,Davita Gold,Corporate,Customer Referral,Pay On Pickup,650-291-6670,866-367-9044
6676,Black Pine Spas & Billiards,DEAD,DEAD,Pay On Pickup,425-771-5774X104,425-771-5359
,,,,,425-771-5774,
,,,,,,
6677,Weinstein & Riley P.S.,Corporate,Internet,Pay On Pickup,206-438-1020,
6678,Canvas Connection,DEAD,DEAD,Pay On Pickup,,
6679,Capital Noveltees,DEAD,DEAD,Pay On Pickup,202-635-7537 ,202-635-7893
,,,,,202-635-7537,ext. 20
6680,Allegra Properties,corporate,Null,Visa,206-812-7812,206-441-4536
6682,"Stainless Fastners, Inc.",DEAD,DEAD,Pay On Pickup,206-824-1484,206-824-9759
6683,Anderson's Welding Service,Construction ,Walk In,Pay On Pickup,253-735-3737,253-735-3750
6684,Sports Connection/ Wire & Wool,Contract,Internet,Net 30,253-891-1677,253-891-1629
,,,,,253-891-1677,253-891-1629
,,,,,253-255-2043,
6685,"CC Technics, Inc.",DEAD,DEAD,Pay On Pickup,253-250-1600,
,,,,,253-250-1946,
6686,Monkey Fist Marine,Corporate,Customer Referral,Pay On Pickup,206-285-2600,
6687,Fresh N' Clean Carpet Care,Corporate,Walk In,Pay On Pickup,253-445-1911,
6688,LAUSD Career Ladder,Corporate,Internet,Net 10,213-241-4571,213-241-8465
6689,GA Jorgensen Co. Inc.,Construction ,Walk In,Net 10,253-261-9420,253-863-0692
,,,,,253-863-0600,
,,,,,"253-863-0600 
",
6690,Beasley Performing Arts Coliseum,DEAD,DEAD,Pay On Pickup,509-335-3748,509-335-3853
6691,South Kitsap Boosters,DEAD,DEAD,Pay On Pickup,360-874-6220,
,,,,,360-710-4318,
6692,Diamond Rats,Corporate,Walk In,Pay On Pickup,253-670-9438,
6693,City Of Tacoma -Watershed,Construction,Customer Referral,Visa,253-381-5759,253-502-8809
,,,,,253-502-8808,253-502-8809
6694,"JJohnson Floors, Inc.",Corporate,Walk In,Pay On Pickup,253-720-8667,
6695,City of Tacoma (Facilities),Construction ,Customer Referral,Net 30,253-381-4810,253-594-7844
,,,,,253-591-5036,253-591-2010
,,,,,253-591-5513 ,
,,,,,253-255-2970,
,,,,,253-591-2034,
,,,,,,
,,,,,785-640-3861,
,,,,,253-345-1999,
6696,Michael Eastman,Corporate,Walk In,Pay On Pickup,360-796-0039,
6697,356 Porche Club,Corporate,Newspaper,Need credit card,253-740-3082,
6698,Warrior Shaolin ,Corporate,Walk In,Pay On Pickup,253-224-6522,N/A
,,,,,253-224-6522,N/A
6699,Pacific Air Systems ,Dead,Internet,Visa,253-581-5272,253-581-3573
6700,Brooks Motor Works ,Corporate,Walk In,Pay On Pickup,360-413-5928,
,,,,,360-943-1663,
6701,Down Under Answers,Corporate,Internet,Pay On Pickup, 800 788 6685,425 460 - 0890
6702,Department of Labor and Industries,DEAD,DEAD,Pay On Pickup,360-902-6793,360-902-4202
6703,"Chad W. Smart DDS, PS",Corporate,Called in,Need credit card,253-752-3949,253-752-6392
6704,Downline Ministries,Corporate,Internet,Pay On Pickup,901-683-5377,
,,,,,1-901-683-5377,
,,,,,901-683-5377,
,,,,,901-683-5377,
,,,,,,
,,,,,708-275-7307,
6705,Boeing Preflight,Corporate,Null,Pay On Pickup,425-965-2330,
,,,,,425-965-2291,206-662-2542
,,,,,425-965-2325,
,,,,,425-238-4362,
6706,Randall Perrine,Corporate,Internet,Visa,909-864-1632,
6707,York Sandifer,Corporate,Customer Referral,Pay On Pickup,253-312-9161,
6708,Ranger Tugs (Fluid Motion),Corporate,Customer Referral,Net 10,253-839-5213,253-839-5218
,,,,,360-794-5353,
,,,,,253-839-5213,
,,,,,253-839-5213,360-794-5567
,,,,,253-839-5213,
6709,GiveAnything.com LLC,DEAD,DEAD,Pay On Pickup,212-689-1200,
6710,Family Foot Health Care,DEAD,DEAD,Pay On Pickup,253-841-4262,253-841-7112
,,,,,,
6711,Parsons Kellogg,DEAD,DEAD,Pay On Pickup,401-438-0650,401-438-0651
6712,Impact Construction,Construction ,,Pay On Pickup,253-627-0696,253-272-1512
6713,Washington State Gambling Commission,DEAD,DEAD,Pay On Pickup,360-486-3509 ex 3509,
6715,Forum Communications,DEAD,DEAD,Pay On Pickup,701-451-5792,
6716,Franklin High School,Corporate,Brian Referral,Net 10  w/ PO,206-252-6164,206-252-6341
6717,The Correct Connection,DEAD,DEAD,Pay On Pickup,253-261-2073,
,,,,,206-295-3993,
6718,Baseline Designs,DEAD,DEAD,Pay On Pickup,206-769-8871,206-260-7521
6719,ILWU Local 22,Corporate,,Pay On Pickup,253-830-5378,
6720,BMW Northwest,Corporate,Walk In,Net 10,,253-922-1394
,,,,,253-922-8700,
,,,,,253-922-8700,
,,,,,253-926-9799,
,,,,,253-922-8700,
,,,,,253-844-7618 cell,
,,,,,,
,,,,,360.362.2666,
,,,,,253.517.2606,
,,,,,,
,,,,,,
,,,,,253-517-2595,
,,,,,253-517-2508,253-414-3644c
,,,,,206-661-2322,
,,,,,,
,,,,,,
6722,GeoCentral,Corporate,She used to work here,Pay On Pickup,800-231-6083 ext 23,
6723,Northwest Cascade,Construction ,Null,Pay On Pickup,253-475-2213,253-848-2399
,,,,,253-405-1087,
,,,,,360-628-3488,berniestrawn@flowhawks.com
6724,Champions Pest Control,Corporate,Internet,Pay On Pickup,281-370-5678,281-251-8676
6725,Chameleon Technologies,Corporate,Brian Referral,Pay On Pickup,425-761-1173,425.827.1174
6726,"Evergreen Escrow, Inc.",Corporate,Null,Net 10,253-848-7600,253-845-4430
,,,,,253-848-7600,
,,,,,253-848-7600,
,,,,,253-848-7600,
,,,,,253-848-5678 x1274,
,,,,,253-848-5678,
,,,,,2538485678,
6727,Dr. Camile Van Devanter Images,DEAD,DEAD,Pay On Pickup,253-661-7228,
,,,,,253-661-7228,253-661-9508
,,,,,253-661-7228,
6728,Mount Cross Evangelical Lutheran Church,Corporate,Polo Add,Need credit card,253-566-7734,
,,,,,253-820-5884,
,,,,,253-564-2200,253-276-1025
,,,,,253-564-2200,
6729,Foothills Rail to Trails Coalition,Corporate,John Selby: Jim neighbor,Pay On Pickup,253-381-1358,
,,,,,253-508-7533,
,,,,,253-841-1767,
,,,,,253-549-5860,
,,,,,253-1595,
6730,Northern Tours Alaska,Corporate,Has another account Alaska Under sea tours,Pay On Pickup,907-821-8612cell,907-247-8889
,,,,,877-461-8687,
6731,James Carter,Corporate,Polo Add,Pay On Pickup,214-403-4349,
6732,Kiperts Embroidery,Contract,Null,Pay On Pickup,360-753-2221,360-352-8356
6733,Great West Property Management,Corporate,Internet,Net 10,253-539-3814,253-539-1368
,,,,,,
6734,360 Remodel,Construction ,,Pay On Pickup,253-335-0553,
6736,PM Testing Inc,Dead,Null,Net 30,253-922-1321x105,
,,,,,,
,,,,,253-922-1321,
,,,,,,
6737,Garlic Jims,Corporate,Polo Ad,Pay On Pickup,253-286-5467,253-752-6660
6738,Allied Electric Corporation,Construction,Newspaper polo ad,Pay On Pickup,253-926-2000,253-926-2002
6739,Communities in Schools of Lakewood,DEAD,DEAD,Pay On Pickup,253-589-7489,253-589-7965
6740,Northwest Travelers #38,Corporate,Friend lives up the Hill,Pay On Pickup,253-565-2494,253-565-2494
6741,Hagel & Company,Corporate,Drive By,Pay On Pickup,253-572-2439,
,,,,,253-572-2439 x.303,
,,,,,,
6742,Pacific Cargo Control,Corporate,Internet,Net 10,503-692-3897,503-692-5674
,,,,,503-692-9297,503-692-5674
6743,Charles Repik,DEAD,DEAD,Pay On Pickup,253-582-7474,
6744,D & D Construction Inc.,Corporate,Called In,Pay On Pickup,253-255-8759,
6745,Kiwanis Club Of Greater Federal Way,Corporate,$9.99 Polo Ad,Pay On Pickup,253-838-3281,
6746,Horizon The Pointe at Northridge,Corporate,Customer Referral,Net 10,801-936-4302,801-298-5672
,,,,,541-913-7468,
,,,,,206-456-3356,
6747,Insurance Auto Auction,Corporate,Customer Referral,Net 10,206-658-6913,
6748,"Park 52 
",DEAD,DEAD,Pay On Pickup,253-473-5200,253-473-2806
,,,,,253-473-5200,253-473-2806
6749,Kay Armstrong,Corporate,Drive by,Pay On Pickup,253-845-3223,
6751,H & R Block,DEAD,DEAD,Pay On Pickup,253-219-8887,
,,,,,253-307-1587,
6752,Reflections Tile and Stone,DEAD,DEAD,Pay On Pickup,253-272-4145,253-272-1210
6753,Diamond Vending,Corporate,Internet Special,Pay On Pickup,253-479-1068,
,,,,,253-479-1068,
6754,Touch Of Class,Corporate,Polo Ad,Pay On Pickup,253-862-0856,
6755,Berk Society,Corporate,Jim's Delta Chi Frat brother,Net 10,702-496-1021,714-442-3012
,,,,,949-636-4238,
6756,Franklin Pierce High School Golf,Corporate,Internet/Polo Special,Pay On Pickup,253-606-5075,
6757,CTS NW,DEAD,DEAD,Pay On Pickup,206-685-1339,
6758,Floor Craft,DEAD,DEAD,Pay On Pickup,253-231-4376,253-922-0153
6760,Serra Beat The Archbishop,Corporate,Customer Referral,Pay On Pickup,253-404-2205,
,,,,,253-208-7869,
6761,Washington Institute,Corporate,Internet,Pay On Pickup,520-664-5525,
,,,,,336-302-0343,910-576-4171
,,,,,425-788-5161 x23,
,,,,,530-966-4413,
6762,Washington State Dahila Society,DEAD,DEAD,Pay On Pickup,360-458-1399,N/A
6763,Embla Lodge #2 Daughters Of Norway,DEAD,DEAD,Pay On Pickup,253-752-5361,N/A
6765,Quiznos,Corporate,Customer Referral / K 9 Group,Pay On Pickup,253-262-1544,
6766,Xtreme Consulting Group Inc,DEAD,DEAD,Pay On Pickup,206-527-1665 ,
6767,Summit Recreation,DEAD,DEAD,Pay On Pickup,360-241-8590,N/A
6768,Nisqually Coffee Cafe',Corporate,Polo Ad $9.99,Pay On Pickup,253-884-1644,N/A
6769,Tacoma Police - Forensic Specialist,DEAD,DEAD,Pay On Pickup,253-591-5234,
,,,,,253-377-7157,
,,,,,253-377-2231,
6770,Pam Morgan,DEAD,DEAD,Pay On Pickup,903-983-5228,
6771,Rose Hybridizers Association,Corporate,Null,Pay On Pickup,253-815-1072,
6772,Mineral Lake Resort,Corporate,Polo Ad,Pay On Pickup,360-492-5367,N/A
6773,Youth for Christ,DEAD,DEAD,Pay On Pickup,253-572-7888 ext.16,
6774,Randy Abrahamson,Corporate,Null,Mastercard,701-263-4045,
6775,Branting International,DEAD,DEAD,Pay On Pickup,509-881-1644,509-860-4380
6776,Second Watch Monitor,Corporate,Polo ad,Pay On Pickup,253-405-6441,
6777,Dick's Heating &  A/C,Construction ,Null,Net 30,253-845-2238,
,,,,,253-531-9579,253-531-9582
,,,,,845-1213,
,,,,,,
,,,,,253-531-9579,
6778,Dr. Paula Schulze,DEAD,DEAD,Pay On Pickup,253-759-8970,253-759-5746
6779,Hawks Prairie Casino,DEAD,DEAD,Pay On Pickup,360-528-8888,
6780,Blue Rose Embroidery,DEAD,DEAD,Pay On Pickup,210-499-5355,
6781,Pascack Valley Hospital,DEAD,DEAD,Pay On Pickup,,
6782,Tony Norg,Corporate,Internet,Visa,253-653-2729,
6783,Lanes  Whaling Crew,Corporate,Internet,Pay On Pickup,907-368-5743,N/A
6784,Victory Communications,Corporate,Customer Referral,Pay On Pickup,253-435-8724x11,253-848-3040
,,,,,855-453-8170,
6785,Coinforce,DEAD,DEAD,Pay On Pickup,253-682-2825,253-682-2827
,,,,,253-576-4126 cell,253-682-2827
,,,,,253-682-2825,
,,,,,253-682-2825,
6786,Hood Promotions Group,DEAD,DEAD,Pay On Pickup,858-279-8600,858-279-8661
6787,Pinwheel Catering,DEAD,DEAD,Pay On Pickup,,
6788,Nisbet Oyster Co. Inc,Corporate,Null,Net 10,360-875-6629,360-875-6684
,,,,,360-875-6629,360-875-6684
,,,,,360-875-6629,
,,,,,360-875-6629,
,,,,,360-875-6629,
,,,,,503-200-9669,
6789,Cellnetix,Corporate,Customer Referral,Net 10,206-215-3622,206-215-6090
,,,,,206-215-3658,206-215-5915
6790,Gig Harbor Rotary,Corporate,Customer Referral,Pay On Pickup,253-853-6800,
,,,,,253-564-2088,
6791,Corporate Image Embroidery,Contract,Jim referral,Pay On Pickup,360-870-2819,
,,,,,360-870-2819,
6792,UW Band,DEAD,DEAD,Pay On Pickup,206-897-1408,206-616-2194
6793,Interwest Const. - Burlington,Dead,Customer Referral,Pay On Pickup,360-757-7574,360-757-6464
,,,,,360-757-7574,360-757-6464
,,,,,360-757-7574,360-757-6464
6794,Foss Waterway Seaport,DEAD,DEAD,Pay On Pickup,253-376-8003,
6795,Susan G Kormen For The Cure,Corporate,Internet,Pay On Pickup,206-633-0303,206-633-0304
6796,Pace International,Corporate,Internet,Need credit card,206-819-3706,
,,,,,925-357-6717,
,,,,,925-357-6716 ,
6797,DFAS BVDP (SL4701),Corporate,Null,Pay On Pickup,215-737-5639,
6798,Three Trees Landscaping LLC,DEAD,DEAD,Pay On Pickup,253-221-1739,253-926-9190
6799,Joe Lee,DEAD,DEAD,Pay On Pickup,1-360-829-6364,1-360-745-9978
6800,"Marsh Creek, LLC",Corporate,Null,Net 10,1-907-343-0367,1-907-279-5710
6801,"PND Engineers, Inc.",Corporate,Internet,Pay On Pickup,206-624-1387,206-624-1388
6802,Tall Ships Tacoma,DEAD,DEAD,Pay On Pickup,253-444-7019,
6803,Kevin Smith,Corporate,Null,Pay On Pickup,253-228-3355,
6804,Heirloom Embroidery & Design,DEAD,DEAD,Pay On Pickup,225-647-1859,
6806,Spots in Design,DEAD,DEAD,Pay On Pickup,510-557-7705,
6807,Kanon Electric,Construction ,Walk In,Pay On Pickup,253-312-8971,253-922-8777
,,,,,253-228-2482,
6808,Altus Traffic Management,DEAD,DEAD,Pay On Pickup,707-235-7333,206-762-2307
6809,"Denture Services Northwest, Inc.",Corporate,Internet,Pay On Pickup,253-565-4435,
6810,Servpro of Tacoma,Dead,Customer Referral,Pay On Pickup,253-288-2228,253-833-3112
6811,"World Tour Activewear, Inc",Contract,old customer: their embroider out of business,Pay On Pickup,360-794-5191,
,,,,,,
6812,Starlight Starbright Children's Foundation,DEAD,DEAD,Pay On Pickup,425-861-7827 ex 102,425-883-9023
6813,Mercy Transportation,Corporate,Internet,Mastercard,425-260-2566,
6814,Century 21 Promotions,Contract,Customer Referral,Net 30,800-935-2100 ex 322,#322
,,,,,800.935.2100 ext 320,206.299.3883
,,,,,800.935.2100 ext 320,206.299.3883
6815,Dr. Cool,Corporate,Null,Pay On Pickup,253-863-5665,253-862-2022
6817,Custom T's,DEAD,DEAD,Pay On Pickup,636-332-5850,
6818,Cortinas Painting Inc.,Dead,Polo Ad,Pay On Pickup,253-255-3271 cell,253-517-8219
,,,,,253-324-5112,
6819,Hansville Market,DEAD,DEAD,Pay On Pickup,360-638-2303,
,,,,,360-638-2303,
6820,L&D Embroidery,DEAD,DEAD,Pay On Pickup,616-891-8489,
6821,Wiley Racing Enterprises,Corporate,Null,Pay On Pickup,253-222-7211,253-884-0549
6822,Krispy Kreme (Spokane # 313),DEAD,DEAD,Pay On Pickup,509-922-7101,509-922-7105-
6823,La Conner Fruit and Produce,DEAD,DEAD,Pay On Pickup,360-466-3018,425-788-2097
6824,ShirtHouse,Contract,Referral,credit hold,360-532-7510,
,,,,,360-532-7510,
,,,,,,
6825,Woody's on the Water,DEAD,DEAD,Pay On Pickup,253-272-1433,
6826,Michael J. Milasich,Corporate,Null,Pay On Pickup,253-460-0966,
6827,Kress National Bank,Corporate,Jim Referral,Net 10,1-806-684-2231,1-806-684-2236
6828,"Kahler-Senders Group, Inc.",DEAD,DEAD,Pay On Pickup,253-344-3220 Ext 307,253-344-3225
6829,Notary 2day,DEAD,DEAD,Pay On Pickup,253-231-5803,N/A
6830,William Hart,Corporate,Walk In,Pay On Pickup,360-893-4805,
6831,Wicked Bagger Customs,Corporate,Customer referral,Visa,253-495-4220,
6832,Kristen Dennis,Corporate,Polo Ad,Pay On Pickup,253-924-7935,
6833,Nash Brothers,DEAD,DEAD,Pay On Pickup,360-378-4612,
6834,Brown & Haley,Corporate,Polo/Bag Flyer,Net 10,253-620-3017,253-272-6742
,,,,,253-620-3057,
,,,,,253-620-3067,253-272-6742
,,,,,253-620-3033,
,,,,,253-620-3007,
,,,,,253-620-3007,
6835,Puget Sound Engineering,DEAD,DEAD,Pay On Pickup,253-840-1401,253-435-4288
6836,Weyerhaeuser EAC Primary Mills,DEAD,DEAD,Pay On Pickup,253-924-7099,253-924-2411
,,,,,253-924-7819,253-924-2411
6837,Krispy Kreme (Tacoma Mall #320),DEAD,DEAD,Pay On Pickup,253-472-6888,253-472-7888
,,,,,253-472-6888,253-472-7222
,,,,,2253-472-6888,253-861-8636 cell
,,,,,253-472-6788,
,,,,,253-472-6788,
6838,JP Construction Inc.,DEAD,DEAD,Pay On Pickup,,
6839,Sylvan Learning Center- Richland,Corporate,Null,Pay On Pickup,509-736-1509,509-438-5935
6840,Cannon Heyman&Weiss LLP,Corporate,Internet,Pay On Pickup,518-465-1500,518-465-6678
6841,Allen Reality,Corporate,Direct Mail,Pay On Pickup,253-582-6111,253-582-6119
6842,J.B. Hunt,Corporate,Customer Referral,Pay On Pickup,541-463-7962,
,,,,,253-304-9131,
,,,,,253-331-7504,
,,,,,253-229-2212,
6843,Fife School Dist. Transportation,Corporate,Customer Referral,Net 30,253-517-1060,253-517-1064
,,,,,253-318-6580,
,,,,,253-517-1060,
6844,"Jenco Building Services, Inc.",Construction ,Customer Referral,Pay On Pickup,253-922-2161,
6845,Paragon Appraisals,Corporate,Polo Add,Pay On Pickup,253-383-7755,
6846,Armed Forces E 9 Association Washington State # 1,Corporate,Polo Ad,Pay On Pickup,253-230-0615,
6847,Puget Sound Gas Piping,DEAD,DEAD,Pay On Pickup,,
,,,,,253-539-4488,
,,,,,253-539-4488,
6849,Chugach Outfitters,Corporate,Internet,Net 10,907-822-4103,
6850,chipshotphoto.com,Corporate,Internet,Pay On Pickup,253-307-1011,
6851,Killerwhale Dance Group,Corporate,Internet,Pay On Pickup,907-886-3100,907-617-1867
6852,Terry Pyles,Corporate,Internet,Pay On Pickup,800-770-2895,N/A
6853,Vietnam EOD Veteran,Corporate,Polo Ad,Pay On Pickup,206-242-3774,
6854,DreamClean Inc.,Corporate,NWE Sign Specials,Pay On Pickup,253-370-3316,
6855,Andy's Floor Covering,Corporate,polo Ad,Pay On Pickup,253-752-6736,N/A
6856,"PRS Group, Inc.",Construction ,Walk In/ Did Job down the street,Pay On Pickup,206-255-7432,253-383-4531
,,,,,253-383-4175,
,,,,,206-255-7459,
,,,,,253-847-5225,
6858,Lee Giermann / Take Your Stones Back,Corporate,Null,Pay On Pickup,253-804-1196,
6859,"Castle Megastore Group, Inc. ",Corporate,Null,Net 30,480-921-1005 Ext.1305,480-921-1479
,,,,,480-921-1005 ext. 2419,
,,,,,480-774-2417,
6860,Performance Gravel Blower Service,Corporate,Drives by all the time,Pay On Pickup,253-845-6635,
6861,Ideal Stitch,DEAD,DEAD,Pay On Pickup,(903)564-7801,(903)564-7801
6862,Freedom Cove ,DEAD,DEAD,Pay On Pickup,253-942-8752,253-799-9074
6863,Stusser Electric Co.,Corporate,Null,Pay On Pickup,253-395-3133,253-395-3932
6864,Weitzel Construction,Construction,Internet/Google,Pay On Pickup,206-935-8440,
6865,Damon Gallegos,Corporate,Walk In,Pay On Pickup,360-870-4853,
6866,Computer Crash August 2 2007,DEAD,DEAD,Pay On Pickup,,
6867,Aramsco - Alpine  Products,Construction ,Polo Flyer,Net 30,253-351-9828,
,,,,,253-351-9828,
,,,,,253-351-9828,
6868,,DEAD,DEAD,Pay On Pickup,907-834-6377,907-834-6425
,,,,,907-350-3574,
6869,Flatlander Industries,DEAD,DEAD,Pay On Pickup,309-827-7977,309-828-0890
6870,Kent Taylor,Corporate,Null,Pay On Pickup,253 862 6523,
6871,JAS Sports,DEAD,DEAD,Pay On Pickup,206-547-6007,432-577-6005
,,,,,206-547-6007,
6872,Battlefield Towing,DEAD,DEAD,Pay On Pickup,703 932 0660,
6873,Care and Share,Corporate,Customer Referral,Pay On Pickup,253-905-4440,
6874,PC Sheriff - Peninsula Detachment,Corporate,Internet,Net 10,253-798-4940,253-798-4943
6875,Daylight Masons,Corporate,Jim Referral,Visa,206-632-2970,
,,,,,206-632-2970,
6876,Oh Ryan Cafe,DEAD,DEAD,Pay On Pickup,253-886-7734,
6877,Tiny's Tire Center,DEAD,DEAD,Pay On Pickup,253-380-2858,253-891-8741
6878,Milton Tavern,DEAD,DEAD,Pay On Pickup,253-376-2466,
6879,Bellarmine Prep.,DEAD,DEAD,Pay On Pickup,235-225-3733,
,,,,,253-223-5649,
,,,,,,
,,,,,,
,,,,,(253) 576-6785,
6880,Visible Marketing,Contract,Null,Need credit card,509-544-6616,509-542-1018
,,,,,509-544-6616,509-542-1018
6881,"Tacoma Transload, Inc.",Corporate,Walk In,Net 30,253-272-3075,253-272-7732
6882,Rosauers #34,DEAD,DEAD,Pay On Pickup,509-455-5122,509-455-4034
,,,,,509-455-5122,509-455-4034
6883,"MCMI, LLP",Corporate,Null,Pay On Pickup,253-255-9988,
6884,Gardyloo,Corporate,Null,Pay On Pickup,253-380-3947,
,,,,,253-230-5343,
6885,HeartWarmingCare,DEAD,DEAD,Pay On Pickup,253-460-1574,253-460-1579
